star_id,name,brightness_apparent,stellar_classification,constellation,galaxy_id
10387,11 Tau,6.11,A2IV,Taurus,43
10388,unnamed10388,6.11,F3:V...,Taurus,43
10389,14 G. Tau,6.12,G5,Taurus,43
10390,unnamed10390,6.12,G8III+...,Taurus,43
10391,14 Tau,6.13,G8III,Taurus,43
10392,unnamed10392,6.14,K1IVe...,Taurus,43
10393,V1137 Tau,6.14,B9IIIsp...,Taurus,43
10394,53 G. Tau,6.14,G9III,Taurus,43
10395,unnamed10395,6.15,F6V...,Taurus,43
10396,unnamed10396,6.17,B8V,Taurus,43
10397,unnamed10397,6.18,K0III,Taurus,43
10398,95 Tau,6.18,F7IV-V,Taurus,43
10399,unnamed10399,6.19,K0,Taurus,43
10400,unnamed10400,6.19,B6V,Taurus,43
10401,unnamed10401,6.2,K0,Taurus,43
10402,unnamed10402,6.2,K0III,Taurus,43
10403,unnamed10403,6.21,A5Vn,Taurus,43
10404,52 G. Tau,6.23,K1III,Taurus,43
10405,113 Tau,6.23,B2Vn,Taurus,43
10406,V731 Tau,6.23,B2.5Ve,Taurus,43
10407,40 G. Tau,6.24,B8Vn,Taurus,43
10408,unnamed10408,6.24,B9IVn,Taurus,43
10409,unnamed10409,6.25,K0,Taurus,43
10410,108 Tau,6.26,A2V,Taurus,43
10411,unnamed10411,6.27,K0,Taurus,43
10412,24 Tau,6.28,A0V,Taurus,43
10413,84 Tau,6.28,M3III,Taurus,43
10414,unnamed10414,6.29,A0Vs,Taurus,43
10415,unnamed10415,6.29,K0,Taurus,43
10416,V766 Tau,6.3,B9p Si,Taurus,43
10417,unnamed10417,6.31,A0V,Taurus,43
10418,48 Tau,6.31,F5Vvar,Taurus,43
10419,47 G. Tau,6.31,K0,Taurus,43
10420,V774 Tau,6.32,G0IV...,Taurus,43
10421,unnamed10421,6.33,G5II-III+...,Taurus,43
10422,unnamed10422,6.33,F0,Taurus,43
10423,62 Tau,6.34,B3V,Taurus,43
10424,unnamed10424,6.34,B5III,Taurus,43
10425,unnamed10425,6.35,A2V,Taurus,43
10426,25 G. Tau,6.35,F5V,Taurus,43
10427,unnamed10427,6.35,B9IV,Taurus,43
10428,unnamed10428,6.35,K2,Taurus,43
10429,unnamed10429,6.36,F3IV,Taurus,43
10430,1 G. Tau,6.37,G5III,Taurus,43
10431,unnamed10431,6.37,K0,Taurus,43
10432,58 G. Tau,6.37,F5V,Taurus,43
10433,unnamed10433,6.38,F7V,Taurus,43
10434,unnamed10434,6.4,A5IV,Taurus,43
10435,5 G. Tau,6.41,G5,Taurus,43
10436,unnamed10436,6.42,K0,Taurus,43
10437,unnamed10437,6.42,A1Vn,Taurus,43
10438,Sterope II,6.43,A0Vn,Taurus,43
10439,unnamed10439,6.44,K5,Taurus,43
10440,70 Tau,6.44,F7V,Taurus,43
10441,unnamed10441,6.45,G9III,Taurus,43
10442,2 G. Tau,6.47,K0,Taurus,43
10443,26 Tau,6.47,F0,Taurus,43
10444,55 G. Tau,6.47,G8III,Taurus,43
10445,unnamed10445,6.47,A3,Taurus,43
10446,unnamed10446,6.48,A5m,Taurus,43
10447,unnamed10447,6.48,K1III,Taurus,43
10448,9 G. Tau,6.49,G0,Taurus,43
10449,37 G. Tau,6.49,F2,Taurus,43
10450,SZ Tau,6.49,F5Ib,Taurus,43
10451,Y Tau,6.5,C6.5,Taurus,43
10452,unnamed10452,6.5,Am...,Taurus,43
10453,unnamed10453,6.5,F5V,Taurus,43
10454,9 Tau,6.72,A2p,Taurus,43
10455,101 Tau,6.75,F5V,Taurus,43
10456,HD 24496,6.81,G5,Taurus,43
10457,55 Tau,6.85,F7V+...,Taurus,43
10458,HD 24040,7.52,G0,Taurus,43
10459,HD 32963,7.6,G5IV,Taurus,43
10460,HD 37124,7.68,G4V,Taurus,43
10461,Alcyone B,8.3,,Taurus,43
10462,HD 28678,8.54,K0D,Taurus,43
10463,RV Tauri,9.41,K3pv,Taurus,43
10464,HD 283668,9.44,,Taurus,43
10465,T Tauri,9.6,G5Ve,Taurus,43
10466,HD 284149,9.63,F8,Taurus,43
10467,HD 286123,9.8,F9V,Taurus,43
10468,Gliese 176,9.97,M2.5V,Taurus,43
10469,HD 285507,10.5,K5,Taurus,43
10470,HD 283869,10.6,,Taurus,43
10471,V830 Tau,12.1,M0,Taurus,43
10472,WASP-152,12.56,G7V,Taurus,43
10473,CL Tau,13.0,T Tau,Taurus,43
10474,CI Tau,13.0,K4IV,Taurus,43
10475,FW Tau,15.5,M4,Taurus,43
10476,Crab Pulsar,16.5,F,Taurus,43
10477,2M J044144,,M8.5,Taurus,43
10478,α Tel,3.49,B3IV,Telescopium,43
10479,ζ Tel,4.1,G8/K0III,Telescopium,43
10480,ε Tel,4.52,G5III,Telescopium,43
10481,λ Tel,4.85,A0V,Telescopium,43
10482,ι Tel,4.88,G9III,Telescopium,43
10483,δ1 Tel,4.92,B6IV,Telescopium,43
10484,ξ Tel,4.93,M1II,Telescopium,43
10485,η Tel,5.03,A0Vn,Telescopium,43
10486,δ2 Tel,5.07,B3III,Telescopium,43
10487,ρ Tel,5.17,F7V,Telescopium,43
10488,κ Tel,5.18,G8/K0III,Telescopium,43
10489,ν Tel,5.33,A9Vn,Telescopium,43
10490,QV Tel,5.36,B3IIIpe,Telescopium,43
10491,HD 179886,5.38,K3III,Telescopium,43
10492,HD 169405,5.44,K0/K1III+..,Telescopium,43
10493,HD 174387,5.51,M0III,Telescopium,43
10494,PW Tel,5.61,A0p,Telescopium,43
10495,HD 191829,5.65,K4III,Telescopium,43
10496,HD 170069,5.69,K2III,Telescopium,43
10497,HD 182509,5.7,K4III,Telescopium,43
10498,HD 183552,5.76,Am,Telescopium,43
10499,HD 187420,5.76,G8/K0III,Telescopium,43
10500,HD 173791,5.8,G8III,Telescopium,43
10501,HD 171819,5.84,A3V,Telescopium,43
10502,HD 187086,5.91,M1III,Telescopium,43
10503,HD 176664,5.93,K0/K1III,Telescopium,43
10504,HD 177406,5.95,A0V,Telescopium,43
10505,HD 167257,6.06,B9V,Telescopium,43
10506,HD 166006,6.07,K1III-IV,Telescopium,43
10507,HD 178845,6.12,G8III,Telescopium,43
10508,HD 192886,6.13,F5V,Telescopium,43
10509,HD 182893,6.14,K0/K1III,Telescopium,43
10510,HD 174500,6.17,A1IV/V,Telescopium,43
10511,HD 174474,6.17,A2V,Telescopium,43
10512,HD 189080,6.18,K0III,Telescopium,43
10513,HD 170873,6.21,K2III,Telescopium,43
10514,HD 173047,6.24,B8/B9II,Telescopium,43
10515,QQ Tel,6.24,Am,Telescopium,43
10516,HD 185075,6.24,K0III,Telescopium,43
10517,HD 190422,6.26,F8V,Telescopium,43
10518,HD 193307,6.26,G2IV-V,Telescopium,43
10519,HD 186756,6.27,K1III,Telescopium,43
10520,HD 193002,6.27,M0/M1III,Telescopium,43
10521,HD 192827,6.28,M1III,Telescopium,43
10522,HD 177365,6.29,B9V,Telescopium,43
10523,μ Tel,6.29,F5V,Telescopium,43
10524,HD 174430,6.3,B4III,Telescopium,43
10525,HD 180134,6.36,F7V,Telescopium,43
10526,HD 181295,6.42,F0V,Telescopium,43
10527,HD 177693,6.44,K1IV,Telescopium,43
10528,HD 168871,6.45,G2V,Telescopium,43
10529,RX Tel,,M3Iab/Ib,Telescopium,43
10530,HD 190879,6.46,K5III,Telescopium,43
10531,HD 172223,6.47,K3III,Telescopium,43
10532,HD 190580,6.47,G3V,Telescopium,43
10533,HD 191732,6.47,K2III,Telescopium,43
10534,HD 187421,6.5,A2V,Telescopium,43
10535,HD 181327,7.04,F6V,Telescopium,43
10536,BL Tel,7.1,F0Iab/Ib,Telescopium,43
10537,HD 191760,8.26,G3IV/V,Telescopium,43
10538,HO Tel,8.31,A7IIIm...,Telescopium,43
10539,PZ Tel,8.34,G9IV,Telescopium,43
10540,HD 176387,8.94,A0w,Telescopium,43
10541,HD 168476,9.3,B5p,Telescopium,43
10542,RS Tel,9.6,Rv...,Telescopium,43
10543,KELT-10,10.62,G0V,Telescopium,43
10544,RR Tel,10.81,M5III+WD,Telescopium,43
10545,Gliese 754,12.23,M4.5,Telescopium,43
10546,KK Tel,13.5,,Telescopium,43
10547,EC 20058-5234,14.93,DB,Telescopium,43
10548,QS Tel,15.25,CV,Telescopium,43
10549,β Tri,3.0,A5III,Triangulum,41
10550,α Tri,3.42,F6IV,Triangulum,41
10551,γ Tri,4.03,A1Vnn,Triangulum,41
10552,δ Tri,4.84,G0V,Triangulum,41
10553,ι Tri,4.94,F5V comp SB,Triangulum,41
10554,14 Tri,5.15,K5III,Triangulum,41
10555,7 Tri,5.25,A0V,Triangulum,41
10556,10 Tri,5.29,A2V,Triangulum,41
10557,12 Tri,5.29,F0III,Triangulum,41
10558,15 Tri,5.38,M3III,Triangulum,41
10559,R Tri,5.4,M4IIIe,Triangulum,41
